Date,Country,Production_Tons,Export_Tons,USD_Price,Month,Year,Season
2021-10-14,Portugal,222575,17170,12.02,10,2021,Spring
2017-05-08,India,186663,31349,17.4,5,2017,Spring
2016-06-12,Kuwait,277796,16732,14.96,6,2016,Summer
2024-05-01,Jordan,200608,31210,8.75,5,2024,Spring
2014-07-23,Turkey,225515,15345,6.47,7,2014,Summer
2017-03-09,UAE,283073,20211,8.36,3,2017,Ramadan
2018-09-30,Austria,215071,23511,15.78,9,2018,Spring
2010-11-11,Lebanon,188021,29377,15.63,11,2010,Spring
2014-08-22,Morocco,178461,13664,5.72,8,2014,Summer
2023-11-03,Canada,225505,28586,11.2,11,2023,Spring
2019-06-27,Poland,175846,15043,14.57,6,2019,Summer
2023-09-04,Qatar,332837,6851,14.15,9,2023,Spring
2024-03-02,India,289872,12070,16.27,3,2024,Ramadan
2019-11-24,Norway,270781,33851,12.95,11,2019,Spring
2010-07-14,Morocco,319227,16519,13.39,7,2010,Summer
2017-10-05,Chile,317755,14881,14.51,10,2017,Spring
2013-01-29,Turkey,327956,33672,9.22,1,2013,Winter
2011-11-06,Turkey,322728,38225,12.33,11,2011,Spring
2022-06-11,Germany,185501,26795,15.46,6,2022,Summer
2013-12-25,Brazil,176103,30035,7.43,12,2013,Winter
2014-09-21,Japan,250444,32062,8.59,9,2014,Spring
2010-08-13,Lebanon,197160,12513,16.02,8,2010,Summer
2014-10-21,Japan,340316,33847,13.79,10,2014,Spring
2017-02-07,Kuwait,336014,8547,9.45,2,2017,Winter
2020-10-19,Jordan,200504,30648,13.51,10,2020,Spring
2024-01-02,Hungary,308775,6183,16.19,1,2024,Winter
2021-08-15,Libya,325931,33908,7.03,8,2021,Summer
2016-09-10,Norway,204723,25421,17.5,9,2016,Spring
2017-11-04,Lebanon,262177,36103,9.84,11,2017,Spring
2023-12-03,Hungary,268366,29285,14.48,12,2023,Winter
2017-01-08,France,340896,46386,9.91,1,2017,Winter
2011-03-11,Denmark,335404,16626,11.09,3,2011,Ramadan
2016-05-13,Algeria,269034,29059,5.51,5,2016,Spring
2018-05-03,UAE,181637,19856,12.81,5,2018,Spring
2012-04-04,Romania,175756,32915,14.24,4,2012,Ramadan
2019-11-24,Australia,216986,30754,9.41,11,2019,Spring
2024-06-30,Brazil,164206,23952,6.91,6,2024,Summer
2016-10-10,Chile,181435,17770,11.03,10,2016,Spring
2010-01-15,Saudi Arabia,167711,27849,16.82,1,2010,Winter
2014-06-23,Lebanon,332180,18493,6.51,6,2014,Summer
2021-01-17,USA,216817,63588,10.37,1,2021,Winter
2013-03-30,Libya,318137,39421,16.89,3,2013,Ramadan
2019-09-25,Romania,338531,33386,13.28,9,2019,Spring
2010-06-14,Australia,250868,12583,9.19,6,2010,Summer
2015-03-20,Sweden,324127,28826,5.93,3,2015,Ramadan
2020-02-22,Austria,284141,7580,6.23,2,2020,Winter
2016-11-09,Hungary,216020,25288,6.57,11,2016,Spring
2024-01-02,South Africa,246617,34587,11.0,1,2024,Winter
2010-11-11,Belgium,275301,39501,5.51,11,2010,Spring
2014-04-24,Denmark,329320,23821,14.59,4,2014,Ramadan
2020-05-22,Greece,234367,20449,11.5,5,2020,Spring
2011-04-10,Saudi Arabia,281763,36184,17.16,4,2011,Ramadan
2016-01-14,Hungary,280664,36040,16.95,1,2016,Winter
2020-08-20,South Africa,323465,27474,15.15,8,2020,Summer
2016-06-12,Italy,163678,36384,13.84,6,2016,Summer
2024-05-01,Brazil,184290,29986,16.61,5,2024,Spring
2010-06-14,Egypt,260814,8336,11.94,6,2010,Summer
2013-04-29,Greece,242725,12632,15.95,4,2013,Ramadan
2016-05-13,Argentina,318853,5855,5.75,5,2016,Spring
2022-07-11,Turkey,304986,14834,5.83,7,2022,Summer
2015-08-17,Sweden,330800,16972,17.67,8,2015,Summer
2024-08-29,Portugal,348397,37429,11.53,8,2024,Summer
2022-08-10,Belgium,239828,18126,10.82,8,2022,Summer
2013-05-29,Japan,225814,24308,7.68,5,2013,Spring
2011-10-07,Libya,189834,22943,15.63,10,2011,Spring
2014-11-20,Czech Republic,317268,7128,9.62,11,2014,Spring
2022-04-12,Germany,168092,18948,18.32,4,2022,Ramadan
2011-07-09,China,154175,20946,11.74,7,2011,Summer
2012-03-05,Libya,185150,36234,12.03,3,2012,Ramadan
2012-07-03,Qatar,235479,24637,13.13,7,2012,Summer
2010-04-15,Lebanon,267808,9211,7.67,4,2010,Ramadan
2011-04-10,Switzerland,210691,37016,14.8,4,2011,Ramadan
2024-06-30,Canada,221676,66229,10.9,6,2024,Summer
2016-10-10,Spain,258903,37836,11.01,10,2016,Spring
2023-07-06,Czech Republic,306846,21404,12.48,7,2023,Summer
2010-05-15,Qatar,233105,37606,9.05,5,2010,Spring
2018-10-30,Denmark,257459,9268,12.23,10,2018,Spring
2018-05-03,Qatar,153930,16378,10.73,5,2018,Spring
2011-11-06,Austria,343069,5881,15.99,11,2011,Spring
2018-05-03,Norway,348825,36935,9.28,5,2018,Spring
2017-03-09,Australia,217225,15524,14.43,3,2017,Ramadan
2016-05-13,India,152735,10231,8.73,5,2016,Spring
2017-06-07,Algeria,162867,21773,10.26,6,2017,Summer
2013-03-30,Italy,245393,30403,10.35,3,2013,Ramadan
2023-02-06,Japan,280420,36091,7.79,2,2023,Winter
2021-02-16,Brazil,175401,14532,9.03,2,2021,Winter
2014-08-22,Jordan,299090,13124,11.85,8,2014,Summer
2015-11-15,Morocco,301515,5466,12.29,11,2015,Spring
2021-09-14,Germany,268864,18646,7.22,9,2021,Spring
2016-05-13,Austria,230742,5849,13.71,5,2016,Spring
2022-07-11,Sweden,320509,14974,9.8,7,2022,Summer
2013-04-29,China,234007,29774,10.09,4,2013,Ramadan
2013-02-28,China,343299,46358,17.71,2,2013,Winter
2013-01-29,Switzerland,293773,29466,17.68,1,2013,Winter
2018-11-29,Switzerland,294974,30418,13.73,11,2018,Spring
2015-06-18,Kuwait,232818,35186,7.38,6,2015,Summer
2018-02-02,Colombia,295030,5252,15.66,2,2018,Winter
2016-07-12,Egypt,155734,38021,7.67,7,2016,Summer
2021-09-14,Portugal,222033,33635,15.21,9,2021,Spring
2012-12-30,Spain,238540,23585,12.62,12,2012,Winter
2018-05-03,Netherlands,166261,14596,14.48,5,2018,Spring
2015-07-18,Colombia,341650,38298,18.12,7,2015,Summer
2014-10-21,Hungary,258258,20453,7.44,10,2014,Spring
2019-08-26,Chile,192306,14282,17.46,8,2019,Summer
2019-05-28,Chile,266029,26254,15.3,5,2019,Spring
2017-06-07,Mexico,337397,36512,10.52,6,2017,Summer
2014-12-20,Austria,268535,35434,7.48,12,2014,Winter
2015-12-15,Brazil,348661,15532,7.06,12,2015,Winter
2019-05-28,Brazil,173378,9155,9.4,5,2019,Spring
2016-05-13,Hungary,187093,9294,14.56,5,2016,Spring
2018-06-02,Argentina,173169,12644,10.49,6,2018,Summer
2020-04-22,Kuwait,186662,34158,13.0,4,2020,Ramadan
2015-06-18,Poland,272250,31164,14.77,6,2015,Summer
2023-03-08,China,178263,27868,5.93,3,2023,Ramadan
2012-01-05,Argentina,250302,19932,17.47,1,2012,Winter
2018-05-03,Greece,200930,30632,16.31,5,2018,Spring
2013-08-27,Argentina,333142,22566,17.73,8,2013,Summer
2014-04-24,Argentina,240970,16999,18.07,4,2014,Ramadan
2015-01-19,India,317299,19263,5.89,1,2015,Winter
2012-04-04,Austria,198647,10318,6.69,4,2012,Ramadan
2019-04-28,Czech Republic,246667,13076,9.73,4,2019,Ramadan
2022-05-12,Norway,234891,10387,18.49,5,2022,Spring
2010-07-14,Colombia,318392,9209,6.59,7,2010,Summer
2022-11-08,Lebanon,302128,20902,12.16,11,2022,Spring
2021-06-16,Chile,322189,36033,10.25,6,2021,Summer
2013-01-29,Czech Republic,242599,11031,7.79,1,2013,Winter
2023-04-07,Denmark,289540,12762,17.33,4,2023,Ramadan
2014-03-25,Colombia,165634,9092,11.36,3,2014,Ramadan
2015-12-15,Libya,307605,10203,13.3,12,2015,Winter
2022-11-08,Morocco,228652,36891,8.76,11,2022,Spring
2021-10-14,Colombia,253126,7835,11.79,10,2021,Spring
2016-01-14,Kuwait,226413,37441,14.65,1,2016,Winter
2020-09-19,Sweden,264887,10767,8.69,9,2020,Spring
2011-05-10,Australia,166963,16057,10.23,5,2011,Spring
2012-01-05,Colombia,306183,12782,11.16,1,2012,Winter
2012-01-05,Austria,315413,35196,16.85,1,2012,Winter
2022-07-11,Netherlands,154427,25735,10.56,7,2022,Summer
2018-07-02,Morocco,294072,10909,9.2,7,2018,Summer
2017-05-08,Egypt,269391,38606,12.05,5,2017,Spring
2023-01-07,Hungary,299957,33589,6.91,1,2023,Winter
2016-10-10,Norway,165524,9378,15.32,10,2016,Spring
2017-07-07,Australia,260629,33582,13.91,7,2017,Summer
2018-04-03,Austria,312700,28341,11.77,4,2018,Ramadan
2020-09-19,USA,262740,34091,11.37,9,2020,Spring
2014-11-20,Brazil,285153,8341,11.49,11,2014,Spring
2015-03-20,Egypt,175398,12309,14.2,3,2015,Ramadan
2012-07-03,Saudi Arabia,187345,25974,10.87,7,2012,Summer
2018-09-30,UK,185517,22010,9.46,9,2018,Spring
2024-04-01,Denmark,196461,9514,7.25,4,2024,Ramadan
2010-12-11,Egypt,159287,38785,17.66,12,2010,Winter
2023-06-06,China,167366,17836,9.42,6,2023,Summer
2016-12-09,Norway,213560,15502,10.59,12,2016,Winter
2022-09-09,Japan,200306,20442,7.03,9,2022,Spring
2024-01-02,Kuwait,173629,25495,13.75,1,2024,Winter
2022-07-11,Greece,240428,19813,13.67,7,2022,Summer
2012-10-31,Australia,262828,7070,16.94,10,2012,Spring
2022-12-08,Belgium,268503,5308,9.06,12,2022,Winter
2012-12-30,Qatar,317510,34591,17.13,12,2012,Winter
2012-02-04,France,329187,65994,13.92,2,2012,Winter
2015-07-18,Argentina,161955,33076,12.08,7,2015,Summer
2015-09-16,China,192150,55542,14.75,9,2015,Spring
2012-07-03,Kuwait,150820,17316,18.32,7,2012,Summer
2021-10-14,Egypt,161363,10557,13.36,10,2021,Spring
2012-10-01,Spain,166601,28476,15.84,10,2012,Spring
2023-11-03,Norway,177474,25544,15.99,11,2023,Spring
2019-03-29,Netherlands,347946,29100,13.15,3,2019,Ramadan
2023-06-06,Brazil,344133,22955,16.7,6,2023,Summer
2015-07-18,Czech Republic,256658,24649,5.8,7,2015,Summer
2013-05-29,Lebanon,218075,8440,16.98,5,2013,Spring
2022-09-09,Qatar,256051,37207,17.53,9,2022,Spring
2023-05-07,Kuwait,340164,8464,13.81,5,2023,Spring
2016-01-14,USA,296096,46044,10.26,1,2016,Winter
2016-07-12,UK,239284,19981,13.37,7,2016,Summer
2021-02-16,Australia,268355,25932,11.72,2,2021,Winter
2013-11-25,Algeria,214792,34029,15.09,11,2013,Spring
2016-11-09,Austria,154642,9136,11.31,11,2016,Spring
2011-09-07,Norway,192565,12169,5.89,9,2011,Spring
2013-11-25,Spain,340313,25021,14.59,11,2013,Spring
2021-05-17,Sweden,216940,21975,13.35,5,2021,Spring
2012-07-03,Czech Republic,169982,9495,18.28,7,2012,Summer
2013-10-26,Argentina,197773,13862,11.19,10,2013,Spring
2024-08-29,China,197408,22033,16.35,8,2024,Summer
2015-08-17,Colombia,198977,27893,11.49,8,2015,Summer
2011-11-06,Spain,333874,13315,16.76,11,2011,Spring
2012-12-30,Kuwait,322579,36203,16.64,12,2012,Winter
2020-08-20,Czech Republic,274999,23062,18.03,8,2020,Summer
2017-01-08,Austria,330428,26377,8.53,1,2017,Winter
2015-10-16,Sweden,196512,34888,6.02,10,2015,Spring
2012-02-04,Czech Republic,194308,21920,14.05,2,2012,Winter
2012-08-02,Switzerland,331722,18488,10.65,8,2012,Summer
2011-03-11,Canada,346860,20363,16.69,3,2011,Ramadan
2016-03-14,Italy,250105,38466,12.04,3,2016,Ramadan
2018-07-02,Italy,338362,35855,7.37,7,2018,Summer
2012-09-01,Poland,194020,32739,8.57,9,2012,Spring
2013-09-26,Kuwait,177648,10861,11.15,9,2013,Spring
2014-08-22,Qatar,343276,7561,6.68,8,2014,Summer
2022-12-08,Lebanon,312762,13341,12.56,12,2022,Winter
2022-10-09,Egypt,234686,10927,18.43,10,2022,Spring
2016-04-13,UAE,315258,11728,16.52,4,2016,Ramadan
2016-07-12,South Africa,233939,18316,12.73,7,2016,Summer
2017-08-06,Brazil,261974,28239,6.07,8,2017,Summer
2021-05-17,Lebanon,342165,14348,8.06,5,2021,Spring
2022-05-12,Canada,326234,70119,16.18,5,2022,Spring
2013-11-25,Japan,170148,38134,16.57,11,2013,Spring
2017-08-06,Denmark,213373,9417,11.17,8,2017,Summer
2013-02-28,Colombia,179070,18052,15.06,2,2013,Winter
2022-05-12,Australia,225487,22445,15.2,5,2022,Spring
2014-11-20,Kuwait,183401,29100,16.59,11,2014,Spring
2015-12-15,UK,170168,41102,9.39,12,2015,Winter
2020-02-22,USA,183080,24304,9.08,2,2020,Winter
2016-08-11,China,190908,35985,5.56,8,2016,Summer
2016-10-10,Australia,286909,8924,8.11,10,2016,Spring
2024-09-28,Italy,285622,64571,9.98,9,2024,Spring
2021-10-14,Hungary,345859,31689,6.06,10,2021,Spring
2016-07-12,Libya,192293,16681,14.24,7,2016,Summer
2018-07-02,UAE,162235,28281,15.51,7,2018,Summer
2013-10-26,Australia,234012,23640,6.3,10,2013,Spring
2015-08-17,Czech Republic,235918,23687,7.9,8,2015,Summer
2012-09-01,France,232694,22103,10.72,9,2012,Spring
2020-03-23,Italy,285104,40321,10.68,3,2020,Ramadan
2010-11-11,Romania,317834,31082,7.03,11,2010,Spring
2013-10-26,Poland,337021,12200,8.73,10,2013,Spring
2023-03-08,Romania,255814,16262,17.8,3,2023,Ramadan
2019-05-28,Mexico,312165,22620,11.6,5,2019,Spring
2010-05-15,Netherlands,332240,18467,14.41,5,2010,Spring
2015-01-19,Switzerland,329528,28006,11.87,1,2015,Winter
2017-08-06,UAE,313012,15618,8.19,8,2017,Summer
2014-01-24,Peru,188897,9200,14.91,1,2014,Winter
2023-09-04,Colombia,316017,14383,18.11,9,2023,Spring
2017-01-08,Morocco,238719,31251,15.91,1,2017,Winter
2022-08-10,Egypt,167645,36354,6.97,8,2022,Summer
2016-09-10,Lebanon,207561,12279,7.0,9,2016,Spring
2011-10-07,Argentina,338153,19354,18.45,10,2011,Spring
2022-04-12,Romania,201408,30825,7.32,4,2022,Ramadan
2010-02-14,Greece,263094,7233,5.81,2,2010,Winter
2016-01-14,Portugal,184050,14145,14.12,1,2016,Winter
2019-01-28,Romania,235823,14092,12.88,1,2019,Winter
2023-10-04,Qatar,218506,14691,13.37,10,2023,Spring
2019-09-25,France,282614,33969,8.95,9,2019,Spring
2019-08-26,Japan,342760,33703,7.96,8,2019,Summer
2012-02-04,Saudi Arabia,224803,16020,7.37,2,2012,Winter
2013-05-29,Denmark,243931,7725,6.26,5,2013,Spring
2021-08-15,Belgium,227013,16870,6.77,8,2021,Summer
2011-08-08,Germany,256454,59891,9.37,8,2011,Summer
2019-07-27,China,208856,45372,5.85,7,2019,Summer
2024-01-02,France,236559,63531,13.6,1,2024,Winter
2010-01-15,Italy,264352,22772,5.74,1,2010,Winter
2011-05-10,India,242438,9477,15.83,5,2011,Spring
2023-06-06,Germany,158445,22395,16.02,6,2023,Summer
2019-06-27,Sweden,227279,21772,16.32,6,2019,Summer
2013-04-29,Colombia,260689,33310,10.83,4,2013,Ramadan
2011-10-07,Czech Republic,292885,16615,14.03,10,2011,Spring
2011-06-09,Turkey,270450,27235,14.8,6,2011,Summer
2019-05-28,Greece,318511,12140,9.54,5,2019,Spring
2021-01-17,Italy,340600,25414,11.02,1,2021,Winter
2022-04-12,Qatar,268909,25044,9.18,4,2022,Ramadan
2013-01-29,USA,250281,77071,13.56,1,2013,Winter
2012-11-30,Saudi Arabia,165894,22648,9.64,11,2012,Spring
2011-04-10,Lebanon,307758,23586,8.26,4,2011,Ramadan
2011-04-10,Algeria,265831,10869,9.5,4,2011,Ramadan
2014-08-22,India,218863,24611,17.53,8,2014,Summer
2020-08-20,Colombia,176692,31430,13.2,8,2020,Summer
2023-11-03,Brazil,278458,28867,15.33,11,2023,Spring
2022-08-10,Turkey,232078,18859,12.14,8,2022,Summer
2018-12-29,Argentina,210540,8042,17.89,12,2018,Winter
2019-11-24,Libya,221171,7072,10.88,11,2019,Spring
2013-03-30,Sweden,349576,7342,7.32,3,2013,Ramadan
2019-04-28,India,237755,18417,12.46,4,2019,Ramadan
2023-02-06,Brazil,156494,8221,13.22,2,2023,Winter
2019-12-24,Libya,212296,37574,10.33,12,2019,Winter
2019-01-28,Brazil,264270,7692,7.29,1,2019,Winter
2010-03-16,Portugal,201337,5699,11.25,3,2010,Ramadan
2023-12-03,Lebanon,228877,15143,13.67,12,2023,Winter
2018-11-29,Netherlands,251595,30007,10.92,11,2018,Spring
2012-12-30,Sweden,239769,22039,9.34,12,2012,Winter
2015-04-19,Lebanon,203220,38650,15.64,4,2015,Ramadan
2016-11-09,Kuwait,288371,9707,14.95,11,2016,Spring
2021-07-16,Czech Republic,214040,21521,15.35,7,2021,Summer
2024-05-31,Canada,337853,52661,9.29,5,2024,Spring
2014-07-23,South Africa,273643,15817,10.75,7,2014,Summer
2011-10-07,Netherlands,219238,24400,11.54,10,2011,Spring
2022-02-11,South Africa,183607,27625,15.63,2,2022,Winter
2011-04-10,Australia,344361,11666,17.53,4,2011,Ramadan
2013-03-30,Argentina,334591,24328,17.75,3,2013,Ramadan
2023-03-08,Qatar,347021,21728,14.89,3,2023,Ramadan
2023-09-04,Switzerland,294864,22480,10.1,9,2023,Spring
2012-10-01,China,312302,45497,6.03,10,2012,Spring
2022-06-11,UK,261770,51690,17.96,6,2022,Summer
2011-03-11,Qatar,347232,14035,14.81,3,2011,Ramadan
2023-04-07,Japan,204942,23681,11.15,4,2023,Ramadan
2022-02-11,Norway,289677,27292,10.1,2,2022,Winter
2017-10-05,Kuwait,328112,32991,16.44,10,2017,Spring
2011-01-10,Denmark,186309,36090,16.51,1,2011,Winter
2020-10-19,Morocco,276429,7769,10.33,10,2020,Spring
2019-04-28,Norway,296976,36972,13.39,4,2019,Ramadan
2022-07-11,Morocco,201396,29961,7.4,7,2022,Summer
2019-07-27,Spain,297798,24109,15.7,7,2019,Summer
2016-06-12,Algeria,249363,38158,15.04,6,2016,Summer
2022-03-13,Australia,181067,37384,8.42,3,2022,Ramadan
2023-07-06,India,187800,14466,15.26,7,2023,Summer
2012-12-30,Libya,214692,34985,11.06,12,2012,Winter
2012-02-04,Libya,244178,6709,6.53,2,2012,Winter
2011-04-10,South Africa,236741,13968,12.75,4,2011,Ramadan
2013-06-28,Netherlands,344936,39394,13.0,6,2013,Summer
2024-07-30,Qatar,178645,10824,13.77,7,2024,Summer
2022-03-13,Canada,326763,35002,16.37,3,2022,Ramadan
2018-11-29,Italy,282992,55656,15.72,11,2018,Spring
2024-09-28,Egypt,214237,10176,6.5,9,2024,Spring
2015-05-19,Saudi Arabia,320156,10318,13.97,5,2015,Spring
2023-09-04,Lebanon,343819,38477,14.82,9,2023,Spring
2013-07-28,Spain,320392,13645,9.42,7,2013,Summer
2012-12-30,USA,195893,31140,6.53,12,2012,Winter
2017-04-08,UAE,307836,27226,16.59,4,2017,Ramadan
2018-11-29,Portugal,260744,31326,15.53,11,2018,Spring
2011-08-08,Turkey,253266,24852,6.39,8,2011,Summer
2017-02-07,Hungary,348615,29488,9.28,2,2017,Winter
2015-12-15,Switzerland,197509,37903,11.52,12,2015,Winter
2012-10-01,Brazil,159791,21535,5.76,10,2012,Spring
2024-09-28,Spain,191844,20254,6.8,9,2024,Spring
2010-12-11,Czech Republic,253497,21655,8.95,12,2010,Winter
2010-02-14,Brazil,254500,34447,9.09,2,2010,Winter
2021-01-17,Austria,209610,22088,8.61,1,2021,Winter
2016-07-12,Netherlands,196452,38314,14.49,7,2016,Summer
2014-09-21,Switzerland,281070,7065,9.66,9,2014,Spring
2019-09-25,Belgium,216162,19664,13.41,9,2019,Spring
2019-08-26,Poland,259914,31204,12.87,8,2019,Summer
2020-02-22,UK,190407,58166,14.8,2,2020,Winter
2015-07-18,Australia,209214,31347,13.62,7,2015,Summer
2013-02-28,Saudi Arabia,220558,6220,12.7,2,2013,Winter
2013-10-26,Switzerland,348128,20848,10.78,10,2013,Spring
2022-12-08,Switzerland,181311,25522,7.32,12,2022,Winter
2013-08-27,Turkey,239315,9716,7.91,8,2013,Summer
2011-01-10,UK,308589,59149,13.34,1,2011,Winter
2022-12-08,UAE,336552,14604,11.03,12,2022,Winter
2018-01-03,Austria,222406,17660,14.75,1,2018,Winter
2014-07-23,Morocco,210244,9511,10.42,7,2014,Summer
2020-05-22,Morocco,342788,20391,8.65,5,2020,Spring
2022-01-12,Saudi Arabia,226172,14332,11.23,1,2022,Winter
2024-03-02,USA,164360,59277,5.6,3,2024,Ramadan
2019-07-27,Morocco,250315,9427,13.74,7,2019,Summer
2010-10-12,Morocco,340690,10011,6.48,10,2010,Spring
2020-06-21,Denmark,204552,28130,17.74,6,2020,Summer
2015-10-16,USA,180191,72706,11.59,10,2015,Spring
2018-07-02,Egypt,290873,6024,14.05,7,2018,Summer
2010-09-12,Algeria,159215,6872,14.13,9,2010,Spring
2020-07-21,Norway,222517,21298,11.3,7,2020,Summer
2010-08-13,Jordan,192034,37983,5.64,8,2010,Summer
2020-09-19,Hungary,231586,9997,13.35,9,2020,Spring
2016-05-13,Peru,299181,14231,16.68,5,2016,Spring
2010-01-15,Brazil,295186,32038,8.49,1,2010,Winter
2014-06-23,Canada,260510,74520,8.78,6,2014,Summer
2011-05-10,Lebanon,176979,19251,12.79,5,2011,Spring
2016-01-14,Norway,193713,39791,10.37,1,2016,Winter
2015-02-18,Japan,274841,31132,9.42,2,2015,Winter
2019-08-26,Sweden,235376,30061,12.75,8,2019,Summer
2018-10-30,Poland,328939,39081,9.13,10,2018,Spring
2018-01-03,Romania,255554,9003,16.69,1,2018,Winter
2011-09-07,Lebanon,279481,8254,11.98,9,2011,Spring
2016-02-13,South Africa,322293,26427,16.6,2,2016,Winter
2015-02-18,Chile,233449,23405,7.53,2,2015,Winter
2022-03-13,Algeria,214551,39357,8.65,3,2022,Ramadan
2011-11-06,Hungary,163849,13861,12.23,11,2011,Spring
2014-07-23,Argentina,279056,7872,6.8,7,2014,Summer
2012-10-01,Peru,348985,39460,14.29,10,2012,Spring
2023-09-04,Sweden,235841,9539,16.82,9,2023,Spring
2015-12-15,Egypt,229030,27472,14.93,12,2015,Winter
2016-11-09,Chile,209430,24734,18.08,11,2016,Spring
2011-04-10,Libya,322027,14512,17.63,4,2011,Ramadan
2013-03-30,Jordan,338340,11113,8.51,3,2013,Ramadan
2022-06-11,Australia,184130,30039,11.11,6,2022,Summer
2013-03-30,Colombia,164945,6304,8.35,3,2013,Ramadan
2015-04-19,Japan,274410,30563,8.91,4,2015,Ramadan
2012-03-05,Spain,314577,22610,10.88,3,2012,Ramadan
2019-03-29,South Africa,155987,11132,15.63,3,2019,Ramadan
2018-02-02,Germany,275160,46175,13.96,2,2018,Winter
2015-12-15,Turkey,155621,19926,17.61,12,2015,Winter
2022-01-12,Austria,283470,29124,17.18,1,2022,Winter
2020-03-23,Austria,280200,13642,6.33,3,2020,Ramadan
2017-08-06,Poland,229406,7884,5.66,8,2017,Summer
2016-05-13,Morocco,310400,28962,9.08,5,2016,Spring
2020-05-22,South Africa,177395,31391,7.18,5,2020,Spring
2021-03-18,France,331146,77875,17.25,3,2021,Ramadan
2021-12-13,Argentina,346426,13629,16.68,12,2021,Winter
2011-11-06,Morocco,210751,36958,6.32,11,2011,Spring
2014-12-20,Hungary,246879,26079,14.1,12,2014,Winter
2016-12-09,Chile,207046,13088,15.42,12,2016,Winter
2020-01-23,Jordan,151993,30939,17.72,1,2020,Winter
2013-11-25,Argentina,298344,25561,10.15,11,2013,Spring
2018-04-03,Spain,246387,15936,7.55,4,2018,Ramadan
2020-10-19,Colombia,251555,28424,9.31,10,2020,Spring
2023-11-03,Germany,214155,18190,15.13,11,2023,Spring
2018-10-30,Saudi Arabia,248931,7185,9.57,10,2018,Spring
2012-09-01,China,179089,18379,10.48,9,2012,Spring
2018-01-03,China,254217,38662,7.42,1,2018,Winter
2012-01-05,Switzerland,327133,37408,12.55,1,2012,Winter
2015-06-18,Switzerland,269193,11160,10.44,6,2015,Summer
2018-01-03,Germany,191403,51067,10.79,1,2018,Winter
2012-08-02,Spain,302556,26449,5.53,8,2012,Summer
2024-05-01,Kuwait,152803,37299,18.01,5,2024,Spring
2013-12-25,Norway,315643,30233,6.12,12,2013,Winter
2010-02-14,China,191101,54559,15.76,2,2010,Winter
2017-04-08,South Africa,150704,33756,7.93,4,2017,Ramadan
2018-10-30,Qatar,176689,37740,14.76,10,2018,Spring
2024-06-30,Poland,177419,5179,11.78,6,2024,Summer
2010-12-11,Hungary,268765,26630,7.55,12,2010,Winter
2018-06-02,Denmark,238051,17736,14.05,6,2018,Summer
2010-06-14,Qatar,197072,6619,11.24,6,2010,Summer
2010-05-15,Belgium,343489,25840,14.57,5,2010,Spring
2017-06-07,UK,230810,15340,11.28,6,2017,Summer
2012-01-05,Netherlands,261672,25493,15.1,1,2012,Winter
2015-02-18,Jordan,344259,8739,15.78,2,2015,Winter
2022-03-13,Norway,250988,13718,6.85,3,2022,Ramadan
2019-10-25,Morocco,290417,38849,5.63,10,2019,Spring
2012-10-01,Poland,307976,17804,14.76,10,2012,Spring
2022-09-09,Brazil,204300,30879,10.98,9,2022,Spring
2019-01-28,Jordan,292282,15659,11.17,1,2019,Winter
2024-04-01,Canada,179743,34725,11.5,4,2024,Ramadan
2023-11-03,Colombia,290527,22740,13.85,11,2023,Spring
2012-06-03,Peru,347389,21029,13.4,6,2012,Summer
2016-05-13,Greece,239087,19348,13.77,5,2016,Spring
2017-06-07,Denmark,209937,12301,5.99,6,2017,Summer
2018-07-02,South Africa,241570,33729,14.39,7,2018,Summer
2017-05-08,Switzerland,274166,32434,5.94,5,2017,Spring
2014-01-24,Netherlands,282531,15284,16.53,1,2014,Winter
2012-09-01,Mexico,224765,29079,13.98,9,2012,Spring
2012-02-04,Austria,310580,11935,7.09,2,2012,Winter
2015-10-16,Qatar,157003,35288,6.45,10,2015,Spring
2022-03-13,Spain,327519,8208,9.38,3,2022,Ramadan
2010-10-12,Sweden,329401,35927,6.68,10,2010,Spring
2021-09-14,Mexico,192655,16601,7.33,9,2021,Spring
2022-08-10,UK,317897,27215,14.05,8,2022,Summer
2021-06-16,Peru,332044,21503,10.11,6,2021,Summer
2011-03-11,Saudi Arabia,299486,8465,12.28,3,2011,Ramadan
2014-10-21,Peru,150607,35890,12.72,10,2014,Spring
2014-04-24,France,338659,67323,8.92,4,2014,Ramadan
2013-01-29,Sweden,236680,34142,15.74,1,2013,Winter
2018-05-03,Peru,346186,21326,6.24,5,2018,Spring
2014-03-25,South Africa,343539,29717,5.61,3,2014,Ramadan
2012-02-04,Qatar,248225,6972,7.31,2,2012,Winter
2023-02-06,France,236808,55141,17.71,2,2023,Winter
2023-06-06,Sweden,230866,18509,7.86,6,2023,Summer
2022-02-11,Netherlands,270383,6556,14.82,2,2022,Winter
2022-04-12,Netherlands,216036,16664,12.76,4,2022,Ramadan
2013-03-30,Netherlands,257815,12401,11.23,3,2013,Ramadan
2021-02-16,Egypt,156291,19700,8.45,2,2021,Winter
2015-01-19,Norway,261808,28948,13.85,1,2015,Winter
2017-01-08,Qatar,332646,33970,6.12,1,2017,Winter
2012-06-03,Netherlands,247680,11091,16.09,6,2012,Summer
2010-07-14,Sweden,171104,37988,13.29,7,2010,Summer
2012-10-31,Qatar,166700,30600,12.45,10,2012,Spring
